RANDOM_ID,GENDER,IN_STATE,UNMET_NEED_PERCENT,PELL,MAJOR,MAJOR_DESC,SCIENCE_CLASSES,LAB_CLASSES,RESIDENCE_HALL,ETHNICITY,CREDITS_EARNED,GPA_CREDITS,GPA
"4,026,410",F,N,0,,BAIS,International Studies,3,3,Hayes Healy,White,143,129,3.78
"4,026,922",F,Y,60,,BADM,Business Administration,3,1,Phelan,Multi Race,129,121,3.38
"4,029,930",M,N,72,,UNBN,Undeclared Business,3,1,Phelan,Asian,128,128,3.02
"4,049,878",F,Y,0,,BADM,Business Administration,0,0,Lone Mountain,White,30,30,2.97
"4,050,517",F,Y,30,,NURS,Nursing,7,16,Phelan,White,187,123,3.64
"4,056,575",F,N,48,,CDS,Critical Diversity Studies,3,2,Hayes Healy,Pacific Islander,128,120,3.34
"4,057,554",F,Y,71,,BIOL,Biology,33,12,Fromm,Asian,140,140,3.16
"4,068,931",M,N,88,,BENI,Entrepreneurship & Innovation,1,1,Gillson,White,57,57,2.81
"4,076,239",M,Y,0,,CMPL,Comparative Lit. & Culture,18,1,Hayes Healy,White,146,166,3.01
"4,081,666",M,Y,0,,PHYS,Physics,12,4,Hayes Healy,International,96,124,2.22
"4,104,153",F,Y,79,,PASJ,Perf. Arts & Soc. Justice,1,7,Gillson,Hispanic or Latino,74,86,2.59
"4,105,463",F,N,96,Y,UNLA,Undeclared Arts,4,0,Phelan,Hispanic or Latino,32,32,3.34
"4,108,617",F,Y,100,Y,HIST,History,3,2,Gillson,Hispanic or Latino,128,128,3.52
"4,109,873",M,Y,66,,SOC,Sociology,3,5,Gillson,Asian,128,132,2.88
"4,115,230",F,Y,97,Y,NURS,Nursing,8,14,Phelan,Asian,134,107,3.29
"4,116,333",M,Y,99,Y,CS,Computer Science,7,1,Hayes Healy,Hispanic or Latino,128,147,2.59
"4,136,531",M,N,0,,BADM,Business Administration,3,2,Hayes Healy,International,130,122,3.32
"4,144,300",M,Y,58,,UNSC,Undeclared Sciences,18,4,Phelan,Asian,130,131,3.13
"4,148,728",F,N,0,,PSYC,Psychology,4,4,Hayes Healy,White,128,120,3.63
"4,150,294",M,N,100,Y,BAIS,International Studies,3,1,Lone Mountain,Hispanic or Latino,134,134,3.56
"4,151,514",F,Y,97,Y,PSYC,Psychology,4,3,Hayes Healy,Hispanic or Latino,138,122,3.77
"4,159,279",F,Y,74,,NURS,Nursing,7,4,Phelan,Hispanic or Latino,136,125,3.95
"4,163,163",F,Y,100,Y,BIOL,Biology,29,10,Phelan,Asian,134,123,3.17
"4,183,085",F,N,0,,BNTL,International Business,7,6,Fromm,White,167,139,3.76
"4,185,115",M,Y,36,Y,MS,Media Studies,6,2,Hayes Healy,Native American,149,149,3.32
"4,194,798",F,Y,0,Y,ESS,Exercise and Sport Science,21,6,Phelan,Hispanic or Latino,131,131,3.36
"4,216,113",M,Y,69,,CHEM,Chemistry,3,2,Gillson,White,51,59,2.80
"4,221,406",F,Y,99,Y,POLS,Politics,4,1,Fromm,Multi Race,131,121,3.62
"4,226,557",F,Y,94,Y,PSYC,Psychology,2,2,Gillson,Hispanic or Latino,140,132,3.34
"4,234,000",F,Y,92,Y,BIOL,Biology,8,4,Fromm,Hispanic or Latino,128,132,2.95
"4,239,334",M,Y,81,,BIOL,Biology,3,1,Hayes Healy,White,128,124,3.55
"4,247,778",M,Y,53,,UNBN,Undeclared Business,6,1,Gillson,Hispanic or Latino,132,132,2.82
"4,248,417",M,Y,22,,ECON,Economics,1,0,Hayes Healy,White,31,40,2.43
"4,248,967",F,Y,0,,BADM,Business Administration,9,1,Gillson,Asian,150.68,144,3.35
"4,258,223",M,Y,32,,BNTL,International Business,,,,White,28,0,0
"4,276,365",F,N,0,,BFIN,Finance,7,1,Phelan,Asian,128,124,3.16
"4,289,341",F,Y,0,,BADM,Business Administration,3,2,Gillson,International,129,133,3.12
"4,293,032",M,Y,0,,BSDS,Data Science,7,1,Hayes Healy,Asian,148,135,3.79
"4,298,477",M,Y,83,,COMS,Communication Studies,3,2,Gillson,Hispanic or Latino,142,134,3.31
"4,299,240",F,Y,100,Y,NURS,Nursing,31,12,Lone Mountain,Asian,132,124,3.28
"4,313,522",M,Y,0,,BFIN,Finance,6,1,Phelan,International,128,140,2.30
"4,319,340",M,Y,0,,BAIS,International Studies,2,0,Gillson,Hispanic or Latino,148,128,3.95
"4,333,765",F,Y,94,Y,CHEM,Chemistry,14,5,Phelan,White,71,58,3.38
"4,336,816",F,N,92,Y,ENGL,English,21,12,Phelan,African American,125,161,2.55
"4,339,085",F,N,0,,NURS,Nursing,9,16,Hayes Healy,White,157,125,3.93
"4,354,924",F,Y,0,,UNSC,Undeclared Sciences,9,3,Hayes Healy,Multi Race,60,48,1.57
"4,365,759",F,Y,83,,BIOL,Biology,8,5,Phelan,Hispanic or Latino,128,133,2.98
"4,369,584",F,N,100,Y,PSYC,Psychology,2,1,Hayes Healy,Hispanic or Latino,50,30,3.11
"4,383,365",F,N,99,Y,ENVS,Environmental Science,3,1,Hayes Healy,White,48,52,1.90
"4,385,291",F,N,0,,COMS,Communication Studies,5,3,Gillson,Multi Race,133,133,3.23
"4,415,600",F,Y,44,,UNLA,Undeclared Arts,13,5,Hayes Healy,Multi Race,132,121,3.94
"4,418,951",F,Y,0,,UNBN,Undeclared Business,4,2,Fromm,International,137,137,3.49
"4,426,862",M,Y,0,,BNTL,International Business,1,0,Gillson,International,153,123,3.87
"4,435,095",F,Y,48,,NURS,Nursing,7,14,Gillson,Asian,131,99,3.52
"4,466,047",M,Y,79,,BADM,Business Administration,6,1,Phelan,White,129,126,3.83
"4,472,397",M,Y,0,,UNBN,Undeclared Business,24,3,Gillson,Asian,130,128,3.40
"4,476,981",F,N,48,,BAIS,International Studies,3,3,Phelan,White,129,109,3.66
"4,487,121",F,Y,97,Y,COMS,Communication Studies,4,1,Phelan,Hispanic or Latino,128,120,3.63
"4,488,886",F,Y,0,,UNLA,Undeclared Arts,8,3,Hayes Healy,Asian,131,125,2.47
"4,488,997",F,Y,0,,UNLA,Undeclared Arts,4,5,Fromm,Asian,178,158,2.83
"4,497,340",F,N,87,,UNBN,Undeclared Business,9,1,Fromm,Asian,153,137,3.84
"4,504,843",F,Y,91,,NURS,Nursing,8,14,Phelan,White,139,112,3.32
"4,513,861",M,Y,0,,BENI,Entrepreneurship & Innovation,2,0,Gillson,International,46,58,1.74
"4,517,165",F,Y,0,,NURS,Nursing,6,14,Phelan,Multi Race,128,101,3.25
"4,520,562",M,Y,0,,BIOL,Biology,9,5,Gillson,Hispanic or Latino,129,138,2.75
"4,525,450",M,Y,75,,HIST,History,5,0,Hayes Healy,White,128,104,3.64
"4,527,171",F,Y,62,,BACT,Accounting,5,1,Hayes Healy,Pacific Islander,140,138,3.66
"4,529,298",F,Y,60,,NURS,Nursing,7,14,Gillson,Hispanic or Latino,135,101,3.53
"4,541,597",F,Y,80,,COMS,Communication Studies,3,1,Gillson,African American,130,130,3.56
"4,546,560",F,Y,0,,BADM,Business Administration,18,1,Gillson,International,140,136,3.09
"4,554,915",M,Y,0,,BFIN,Finance,3,1,Hayes Healy,Asian,128,132,2.79
"4,557,418",F,N,0,,BACT,Accounting,6,2,Gillson,International,138,134,3.36
"4,562,070",F,Y,0,,BENI,Entrepreneurship & Innovation,5,1,Gillson,International,158,150,3.82
"4,570,862",F,Y,20,,BIOL,Biology,9,4,,Asian,132,136,2.24
"4,578,993",F,N,0,,HM,Hospitality Management,1,0,Fromm,International,31,31,3.55
"4,588,762",M,Y,88,,ESS,Exercise and Sport Science,27,6,Phelan,Asian,128,124,3.46
"4,591,224",F,N,0,,ECON,Economics,6,2,Lone Mountain,International,128,112,3.68
"4,597,302",F,Y,100,Y,PSYC,Psychology,2,3,,Hispanic or Latino,130,120,3.16
"4,598,112",F,N,0,,BNTL,International Business,6,1,Lone Village,International,132,132,3.18
"4,598,738",F,N,0,,BADM,Business Administration,1,0,Hayes Healy,Multi Race,153,123,3.38
"4,599,798",M,Y,92,Y,BADM,Business Administration,1,0,Hayes Healy,Hispanic or Latino,37,33,1.86
"4,612,544",M,Y,75,,BENI,Entrepreneurship & Innovation,4,0,Gillson,Asian,161,99,3.40
"4,621,884",M,Y,100,Y,BIOL,Biology,35,13,Lone Mountain,Asian,147,136,2.87
"4,622,509",M,Y,0,,BADM,Business Administration,10,9,Hayes Healy,Hispanic or Latino,130,132,3.19
"4,624,237",F,Y,0,,BENI,Entrepreneurship & Innovation,3,2,Gillson,International,171,141,3.40
"4,630,217",F,Y,96,Y,BADM,Business Administration,4,1,Fromm,Asian,129,128,3.46
"4,632,792",F,N,98,Y,PSYC,Psychology,3,4,Phelan,Hispanic or Latino,140,113,3.28
"4,638,729",F,N,68,,MS,Media Studies,1,4,Gillson,Pacific Islander,132,114,3.82
"4,639,355",F,N,0,,UNSC,Undeclared Sciences,34,13,Gillson,Multi Race,132,128,3.90
"4,640,035",F,Y,43,,ENGL,English,0,0,Fromm,Multi Race,24,32,2.15
"4,642,704",F,Y,0,,UNSC,Undeclared Sciences,3,1,Gillson,Multi Race,16,16,2.93
"4,645,841",F,Y,0,,ESS,Exercise and Sport Science,31,8,Hayes Healy,Hispanic or Latino,154,130,3.57
"4,652,911",F,Y,0,,HM,Hospitality Management,1,0,Hayes Healy,Asian,18,26,1.74
"4,665,603",M,Y,82,,POLS,Politics,3,1,Phelan,White,128,124,3.40
"4,667,547",F,Y,99,Y,NURS,Nursing,8,14,Fromm,Hispanic or Latino,156,119,3.04
"4,691,518",F,Y,0,,ESS,Exercise and Sport Science,8,6,Gillson,Asian,130,127,3.61
"4,697,669",F,Y,0,,UNLA,Undeclared Arts,4,2,Gillson,International,128,136,2.74
"4,727,744",M,Y,45,,CS,Computer Science,20,3,Gillson,Asian,128,96,3.66
"4,729,599",M,Y,0,,PHYS,Physics,26,4,Gillson,International,128,124,3.39
"4,731,318",F,Y,0,,ENGL,English,3,3,Gillson,Hispanic or Latino,130,110,3.88
"4,742,224",F,Y,45,,NURS,Nursing,6,14,Phelan,White,155,103,3.54
"4,747,686",F,Y,100,Y,UNLA,Undeclared Arts,3,1,Gillson,Hispanic or Latino,156,128,3.81
"4,764,823",F,Y,0,,BIOL,Biology,29,11,,White,166,142,3.60
"4,765,238",F,Y,81,,CHEM,Chemistry,27,8,,White,128,125,3.80
"4,769,028",F,Y,0,,BOBL,Organizational Behav.& Ldrship,4,1,Phelan,White,132,132,3.92
"4,772,970",M,Y,100,,ARCD,Architecture & Community Design,1,2,Hayes Healy,Hispanic or Latino,14,18,1.12
"4,775,864",F,N,93,Y,UNSC,Undeclared Sciences,12,5,Hayes Healy,White,82,71,2.06
"4,780,753",M,Y,0,,UNBN,Undeclared Business,3,1,Lone Village,International,148,148,2.83
"4,789,199",F,Y,70,,NURS,Nursing,7,14,,Asian,129,99,3.88
"4,790,904",F,Y,100,Y,NURS,Nursing,8,14,Phelan,Hispanic or Latino,132,105,3.48
"4,802,623",F,Y,6,,BACT,Accounting,4,1,Hayes Healy,Asian,142,140,3.26
"4,802,663",M,Y,80,,CS,Computer Science,13,1,Gillson,African American,81,97,2.09
"4,804,935",F,Y,100,Y,JNST,Japanese Studies,4,9,Hayes Healy,Hispanic or Latino,128,132,3.33
"4,807,399",F,Y,0,,ENVA,Environmental Studies,10,4,Gillson,Asian,31,34,2.33
"4,807,688",F,Y,48,,BIOL,Biology,21,9,Hayes Healy,White,168,124,3.96
"4,813,771",M,N,0,,BMKT,Marketing,5,1,Phelan,International,136,128,3.72
"4,818,846",F,Y,0,,NURS,Nursing,12,6,Hayes Healy,White,128,128,3.67
"4,823,633",F,Y,18,,BAIS,International Studies,7,1,Hayes Healy,White,128,120,3.96
"4,830,065",F,Y,93,Y,BIOL,Biology,18,8,Phelan,Unknown,161,141,3.98
"4,837,430",M,Y,57,,UNSC,Undeclared Sciences,28,11,Gillson,White,168,137,3.60
"4,842,350",M,Y,0,,BIOL,Biology,3,1,Pedro Arrupe,International,52,64,2.34
"4,844,600",F,N,0,,ECON,Economics,1,0,,International,16,40,0.73
"4,864,897",M,Y,0,,BACT,Accounting,3,2,Gillson,International,142,142,3.18
"4,870,370",M,N,82,,BFIN,Finance,4,1,Gillson,Hispanic or Latino,141,125,3.25
"4,888,482",M,N,0,,UNBN,Undeclared Business,,,,White,8,0,0
"4,890,382",M,Y,0,,BFIN,Finance,3,1,Gillson,International,140,140,2.42
"4,893,291",M,Y,82,,UNSC,Undeclared Sciences,5,4,,Asian,142,118,3.66
"4,898,600",F,Y,80,,UNLA,Undeclared Arts,1,0,Gillson,White,19,15,2.73
"4,905,651",M,Y,0,,CS,Computer Science,22,2,Phelan,International,128,128,3.91
"4,905,897",F,Y,100,Y,COMS,Communication Studies,3,1,Fromm,African American,98,98,3.37
"4,907,522",F,Y,52,,ESS,Exercise and Sport Science,0,0,Hayes Healy,White,12,12,3.57
"4,920,363",F,Y,92,Y,UNBN,Undeclared Business,4,4,Phelan,Hispanic or Latino,128,96,3.35
"4,925,960",F,Y,0,,PSYC,Psychology,5,1,Hayes Healy,White,134,114,3.09
"4,927,227",M,Y,0,,UNSC,Undeclared Sciences,19,9,,White,136,129,3.65
"4,931,865",M,Y,58,,BIOL,Biology,32,21,Hayes Healy,African American,147,133,2.90
"4,932,076",M,N,93,Y,BADM,Business Administration,5,1,Phelan,Asian,129,117,3.72
"4,943,890",M,Y,0,,BFIN,Finance,3,1,Phelan,International,134,124,3.35
"4,945,788",F,Y,71,,BIOL,Biology,34,12,Phelan,Asian,145,114,3.86
"4,948,443",F,N,0,,BNTL,International Business,3,2,Hayes Healy,Asian,151,115,3.93
"4,953,191",F,Y,7,,NURS,Nursing,7,14,Hayes Healy,White,156,110,3.85
"4,962,381",F,Y,63,,UNLA,Undeclared Arts,3,6,Fromm,Hispanic or Latino,130,128,3.55
"4,973,365",F,N,73,,BNTL,International Business,3,1,Hayes Healy,White,142,122,3.96
"4,978,223",F,Y,100,Y,HIST,History,1,0,,African American,32,48,1.80
"4,985,971",F,Y,0,,BADM,Business Administration,3,2,Phelan,Asian,128,128,2.86
"4,986,468",F,Y,0,,UNSC,Undeclared Sciences,35,13,Phelan,Asian,136,126,3.79
"4,986,750",M,Y,9,,NURS,Nursing,5,4,Gillson,African American,34,34,2.42
"4,994,779",M,N,0,,ADVT,Advertising,11,2,Lone Village,International,128,148,2.69
"4,998,050",M,Y,9,,NURS,Nursing,7,14,Gillson,Asian,151,99,3.69
"5,002,844",F,Y,82,,BIOL,Biology,30,11,Hayes Healy,Hispanic or Latino,137,135,3.22
"5,014,124",F,Y,0,,COMS,Communication Studies,1,0,Gillson,International,24,16,0.50
"5,021,145",F,Y,42,,MS,Media Studies,3,2,Hayes Healy,Asian,128,128,3.53
"5,028,119",F,Y,0,,PSYC,Psychology,5,3,Gillson,Asian,139,127,3.37
"5,036,472",F,Y,0,,NURS,Nursing,9,14,Gillson,Asian,138.38,93,3.48
"5,036,664",M,Y,60,,UNBN,Undeclared Business,4,1,Gillson,Asian,128,132,3.18
"5,039,282",F,N,63,,ADVT,Advertising,2,0,Gillson,Hispanic or Latino,63,63,3.22
"5,039,684",F,Y,100,Y,BIOL,Biology,2,2,,White,129,105,3.47
"5,056,034",F,Y,0,,BNTL,International Business,4,1,Gillson,International,132,132,3.79
"5,068,909",F,Y,100,Y,BIOL,Biology,31,12,Hayes Healy,Hispanic or Latino,128,123,3.19
"5,078,961",F,N,34,,NURS,Nursing,6,18,Fromm,White,175,117,3.85
"5,085,084",M,Y,0,,BADM,Business Administration,21,3,Gillson,International,145,145,3.85
"5,088,775",F,Y,0,,NURS,Nursing,8,14,Fromm,Asian,138,98,3.30
"5,091,933",F,Y,87,,PSYC,Psychology,3,2,Gillson,African American,128,128,3.31
"5,095,935",M,Y,0,,NURS,Nursing,5,4,Hayes Healy,Native American,27,31,3.00
"5,098,545",M,Y,0,,UNBN,Undeclared Business,4,4,Gillson,White,138,98,3.40
"5,124,903",F,Y,0,,BNTL,International Business,7,1,Gillson,International,128,127,3.48
"5,125,104",M,Y,0,,NURS,Nursing,6,14,Hayes Healy,White,131,115,3.18
"5,132,859",F,N,0,,UNLA,Undeclared Arts,5,1,Gillson,White,128,125,3.52
"5,136,652",F,Y,32,,UNLA,Undeclared Arts,1,2,Phelan,White,134,124,3.86
"5,138,264",M,Y,28,,POLS,Politics,32,12,,White,132,126,3.07
"5,148,161",M,Y,0,,HIST,History,4,4,Gillson,Asian,156,140,3.31
"5,152,897",M,Y,0,,UNSC,Undeclared Sciences,25,12,Phelan,White,129,129,3.09
"5,155,040",M,Y,83,,ARCD,Architecture & Community Design,3,9,Gillson,White,123,123,2.86
"5,163,813",F,Y,59,,NURS,Nursing,8,14,Hayes Healy,White,137,99,3.56
"5,171,312",M,Y,0,,BFIN,Finance,3,1,,International,138,141,3.30
"5,174,191",M,Y,0,,BFIN,Finance,4,1,Phelan,International,130,134,2.70
"5,222,450",F,Y,95,Y,CS,Computer Science,3,1,Phelan,Asian,12,16,2.25
"5,246,972",M,Y,0,,BIOL,Biology,2,12,,Asian,134,79,3.25
"5,251,267",F,N,0,,ECON,Economics,9,1,Phelan,White,141,129,3.51
"5,253,698",F,Y,0,,BNTL,International Business,1,0,Phelan,Asian,36,32,3.50
"5,266,700",M,Y,100,Y,BIOL,Biology,34,12,Hayes Healy,Hispanic or Latino,131,123,3.45
"5,267,663",F,Y,0,,UNBN,Undeclared Business,6,4,Fromm,International,128,120,3.29
"5,277,155",F,N,0,,BADM,Business Administration,1,0,Hayes Healy,Asian,15,15,3.37
"5,289,376",F,Y,99,Y,ENGL,English,4,1,Hayes Healy,Hispanic or Latino,130,130,3.10
"5,291,810",F,Y,0,,UNSC,Undeclared Sciences,22,1,,Asian,135,131,3.23
"5,298,027",M,Y,0,,UNBN,Undeclared Business,1,0,Hayes Healy,International,10,25,0.51
"5,301,511",F,Y,66,,BACT,Accounting,1,0,Gillson,Pacific Islander,28,28,2.81
"5,311,948",F,N,100,Y,ADVT,Advertising,1,0,Phelan,Hispanic or Latino,24,44,1.43
"5,322,574",F,N,93,Y,BAIS,International Studies,3,0,Hayes Healy,Asian,159,131,3.54
"5,323,938",M,N,88,,BADM,Business Administration,8,2,Hayes Healy,Hispanic or Latino,128,124,3.52
"5,327,209",F,N,0,,BADM,Business Administration,3,1,Phelan,Asian,128,128,3.46
"5,329,081",F,Y,89,,BIOL,Biology,9,3,Hayes Healy,White,140,135,3.31
"5,332,638",F,Y,73,,BIOL,Biology,24,9,Hayes Healy,Hispanic or Latino,145,124,1.99
"5,333,068",F,Y,38,,MS,Media Studies,1,4,Gillson,White,128,100,3.42
"5,339,517",M,Y,0,,BFIN,Finance,3,1,Gillson,International,142,148,2.73
"5,341,304",M,Y,27,,UNBN,Undeclared Business,3,1,Gillson,White,128,112,3.50
"5,341,594",F,Y,99,Y,BIOL,Biology,2,1,Phelan,White,28,28,3.73
"5,342,751",F,N,0,,BAIS,International Studies,2,1,Fromm,White,138,98,3.89
"5,344,917",F,Y,68,,DSGN,Design,3,3,Hayes Healy,Hispanic or Latino,134,126,3.12
"5,353,140",M,Y,0,,UNBN,Undeclared Business,5,1,Gillson,International,129,138,2.99
"5,357,006",F,Y,100,Y,BIOL,Biology,39,17,Phelan,Hispanic or Latino,129,128,3.02
"5,362,344",F,N,100,Y,ENGL,English,1,3,Phelan,White,174,134,3.98
"5,365,646",F,Y,0,,DSGN,Design,2,3,Hayes Healy,International,33,33,3.79
"5,368,292",F,Y,0,,UNBN,Undeclared Business,5,1,Gillson,International,56,72,2.10
"5,368,819",F,Y,0,,MS,Media Studies,3,3,Hayes Healy,White,128,110,3.88
"5,386,419",F,Y,76,,POLS,Politics,4,2,Hayes Healy,White,137,126,3.76
"5,389,493",M,N,0,,BADM,Business Administration,7,1,Hayes Healy,International,150,150,3.49
"5,393,227",M,Y,93,Y,UNBN,Undeclared Business,4,1,,Hispanic or Latino,128,128,3.05
"5,404,230",F,Y,0,,UNBN,Undeclared Business,3,0,Gillson,International,133,103,3.74
"5,404,343",F,Y,0,,PSYC,Psychology,3,1,Phelan,Asian,134,114,3.19
"5,421,832",M,Y,0,,BFIN,Finance,4,3,Gillson,International,128,120,3.81
"5,422,416",M,Y,0,,UNBN,Undeclared Business,3,2,Hayes Healy,International,133,125,3.19
"5,428,668",F,Y,79,,BMKT,Marketing,5,1,Hayes Healy,Hispanic or Latino,128,128,3.59
"5,429,804",F,Y,59,,NURS,Nursing,10,15,Hayes Healy,Asian,134,115,3.18
"5,441,137",M,Y,0,,ECON,Economics,1,0,Phelan,International,36,57,1.58
"5,447,326",F,N,0,,BMKT,Marketing,10,10,Fromm,White,146,127,3.72
"5,449,491",F,Y,33,,ENVS,Environmental Science,29,11,Hayes Healy,White,175,142,3.71
"5,456,275",M,Y,57,,UNLA,Undeclared Arts,1,0,Gillson,Hispanic or Latino,28,16,2.58
"5,458,777",F,Y,0,,FNAR,Fine Arts,4,10,Gillson,Asian,154,120,2.97
"5,460,269",M,Y,25,,BAIS,International Studies,4,2,Hayes Healy,Asian,128,128,3.28
"5,460,347",F,N,96,Y,BMKT,Marketing,4,1,Phelan,White,36,32,4
"5,460,720",F,Y,87,,ENVS,Environmental Science,17,1,Phelan,Asian,156,112,3.21
"5,465,778",M,Y,0,,UNSC,Undeclared Sciences,5,1,Gillson,Asian,36,68,1.55
"5,471,917",M,Y,0,,PHYS,Physics,4,1,Phelan,White,36,16,3.10
"5,485,318",M,Y,0,,ECON,Economics,3,2,Phelan,International,128,140,2.41
"5,486,782",F,Y,76,,UNBN,Undeclared Business,4,1,Phelan,Multi Race,135,105,3.88
"5,491,347",M,Y,96,Y,UNLA,Undeclared Arts,3,4,Hayes Healy,African American,133,117,3.08
"5,497,412",M,Y,0,,BADM,Business Administration,3,1,Lone Mountain,International,147,147,2.76
"5,499,891",F,Y,80,,BADM,Business Administration,4,1,Phelan,Asian,142,134,3.83
"5,501,406",F,N,0,,BIOL,Biology,11,5,Hayes Healy,Hispanic or Latino,23,47,0.90
"5,512,280",F,N,13,,POLS,Politics,1,3,Gillson,White,150,120,3.95
"5,513,815",M,Y,100,Y,UNSC,Undeclared Sciences,29,10,Gillson,African American,145,128,2.92
"5,520,423",F,Y,0,,BADM,Business Administration,6,1,Gillson,Asian,144,140,3.56
"5,524,631",F,Y,64,,POLS,Politics,19,3,Fromm,White,158,132,3.42
"5,527,415",M,N,100,Y,CS,Computer Science,24,3,Phelan,Asian,128,118,3.00
"5,547,403",M,Y,0,,DSGN,Design,3,4,Hayes Healy,Unknown,139.01,129,3.56
"5,570,901",F,Y,99,Y,NURS,Nursing,7,14,Fromm,Hispanic or Latino,131,104,3.09
"5,577,046",F,Y,0,,BMKT,Marketing,1,0,Hayes Healy,Multi Race,15,15,3.13
"5,591,768",M,N,0,,BADM,Business Administration,3,1,,International,139,143,3.09
"5,606,889",M,Y,0,,UNBN,Undeclared Business,5,5,Gillson,Multi Race,131,131,3.40
"5,606,991",M,Y,68,,CDS,Critical Diversity Studies,7,1,,Hispanic or Latino,128,128,3.74
"5,611,691",M,Y,100,Y,BADM,Business Administration,8,1,Phelan,White,128,125,2.97
"5,611,994",M,Y,0,,PHYS,Physics,20,4,Lone Mountain,International,128,132,3.30
"5,612,758",M,Y,100,Y,ARCD,Architecture & Community Design,1,0,Phelan,Asian,4,4,3
"5,620,701",F,Y,79,,BAIS,International Studies,3,1,Hayes Healy,Hispanic or Latino,129,121,3.55
"5,632,825",M,Y,99,Y,BENI,Entrepreneurship & Innovation,1,2,Gillson,Asian,33,33,3.93
"5,642,930",F,Y,100,Y,COMS,Communication Studies,3,1,Phelan,African American,128,128,3.33
"5,646,986",F,N,0,,ADVT,Advertising,0,3,Phelan,White,58,58,3.84
"5,647,370",F,Y,100,Y,UNSC,Undeclared Sciences,8,2,Phelan,African American,67,65,3.34
"5,647,375",F,Y,99,Y,BNTL,International Business,4,1,Gillson,Hispanic or Latino,130,122,2.69
"5,657,378",M,N,0,,POLS,Politics,4,2,Gillson,Asian,132,128,3.16
"5,663,770",F,Y,76,,CHEM,Chemistry,15,7,Hayes Healy,Asian,151,136,2.90
"5,667,997",F,Y,0,,ADVT,Advertising,5,2,Gillson,Asian,146,128,3.95
"5,681,857",F,Y,0,,ENGL,English,3,2,Gillson,Asian,143,131,3.53
"5,683,350",M,Y,87,,BIOL,Biology,1,0,Phelan,Hispanic or Latino,24,24,2.47
"5,685,433",M,Y,0,,BADM,Business Administration,4,1,Phelan,Hispanic or Latino,128,128,3.51
"5,687,276",M,Y,0,,ECON,Economics,6,4,Gillson,International,136,152,2.56
"5,688,668",M,Y,88,,MS,Media Studies,0,3,Gillson,White,128,100,3.28
"5,695,490",F,Y,0,,UNSC,Undeclared Sciences,9,1,Gillson,Asian,134,134,3.39
"5,698,396",M,Y,36,,PSYC,Psychology,2,3,Hayes Healy,White,128,128,3.67
"5,706,491",F,Y,99,Y,UNBN,Undeclared Business,1,0,Gillson,Unknown,31,31,2.90
"5,708,014",M,Y,0,,BMKT,Marketing,3,2,Phelan,Asian,128,128,2.46
"5,723,636",F,N,67,,NURS,Nursing,2,1,Hayes Healy,Multi Race,29,29,3.54
"5,730,826",F,Y,71,,ARCD,Architecture & Community Design,3,10,Hayes Healy,White,154,126,3.66
"5,735,201",F,N,17,,PHIL,Philosophy,0,0,Gillson,White,12,12,3.33
"5,744,859",F,Y,77,,NURS,Nursing,6,14,Gillson,Asian,159,117,3.33
"5,745,843",M,N,100,Y,ECON,Economics,6,1,Gillson,African American,136,128,3.02
"5,748,727",F,N,0,,POLS,Politics,4,1,Hayes Healy,White,129,118,3.90
"5,781,213",M,N,82,,ARCD,Architecture & Community Design,0,2,Gillson,Hispanic or Latino,14,14,3.13
"5,789,256",M,Y,0,,PHIL,Philosophy,4,0,Hayes Healy,Asian,128,132,2.98
"5,807,399",M,N,0,,DSGN,Design,3,4,Hayes Healy,White,92,88,3.16
"5,822,522",F,Y,0,,COMS,Communication Studies,5,3,Gillson,Asian,128,128,3.29
"5,829,599",F,Y,81,,NURS,Nursing,7,14,Fromm,Hispanic or Latino,157,109,3.61
"5,832,856",M,Y,100,Y,ENVA,Environmental Studies,4,2,Gillson,Hispanic or Latino,132,128,2.82
"5,837,807",F,Y,99,Y,MATH,Mathematics,5,0,Hayes Healy,White,89,61,3.26
"5,842,328",F,N,74,,BIOL,Biology,2,1,Gillson,White,44,16,3.68
"5,842,540",F,Y,100,Y,HM,Hospitality Management,4,1,Gillson,Hispanic or Latino,145,125,3.69
"5,846,653",F,Y,62,,COMS,Communication Studies,3,2,Phelan,Hispanic or Latino,128,128,3.80
"5,849,755",F,N,97,Y,PSYC,Psychology,0,1,Hayes Healy,African American,68,48,2.07
"5,853,609",M,N,89,,ESS,Exercise and Sport Science,6,1,Phelan,Hispanic or Latino,32,32,3.18
"5,858,595",F,Y,0,,UNBN,Undeclared Business,3,1,Gillson,International,151,131,3.57
"5,864,802",M,Y,0,,BADM,Business Administration,5,2,Lone Mountain,International,140,181,1.84
"5,880,040",F,Y,0,,PSYC,Psychology,9,7,Hayes Healy,Unknown,128,130,3.61
"5,885,375",M,Y,80,,CS,Computer Science,7,3,,Asian,128,128,3.58
"5,889,062",F,N,100,Y,THES,Theology  Studies,3,5,Phelan,Multi Race,138,138,3.76
"5,893,203",F,Y,31,,UNSC,Undeclared Sciences,15,8,Gillson,Asian,160,130,3.18
"5,913,386",F,N,0,,BFIN,Finance,3,3,,International,67,85,1.87
"5,921,581",M,Y,0,,PHYS,Physics,7,1,Gillson,International,128,136,2.48
"5,921,588",F,Y,73,,BADM,Business Administration,1,0,Gillson,Hispanic or Latino,42,34,3.45
"5,928,009",F,N,57,,MATH,Mathematics,20,1,Gillson,White,132,108,3.73
